type,key,bare,inEN,inAR,files
USED_MISSING,marketplace.deals.signInToView,marketplace.deals.signInToView,false,false,"Fixzit/components/marketplace/DealsPage.tsx"
USED_MISSING,marketplace.deals.benefitsTitle,marketplace.deals.benefitsTitle,false,false,"Fixzit/components/marketplace/DealsPage.tsx"
USED_MISSING,marketplace.deals.benefit1Title,marketplace.deals.benefit1Title,false,false,"Fixzit/components/marketplace/DealsPage.tsx"
USED_MISSING,marketplace.deals.benefit1Description,marketplace.deals.benefit1Description,false,false,"Fixzit/components/marketplace/DealsPage.tsx"
USED_MISSING,marketplace.deals.benefit2Title,marketplace.deals.benefit2Title,false,false,"Fixzit/components/marketplace/DealsPage.tsx"
USED_MISSING,marketplace.deals.benefit2Description,marketplace.deals.benefit2Description,false,false,"Fixzit/components/marketplace/DealsPage.tsx"
USED_MISSING,marketplace.deals.benefit3Title,marketplace.deals.benefit3Title,false,false,"Fixzit/components/marketplace/DealsPage.tsx"
USED_MISSING,marketplace.deals.benefit3Description,marketplace.deals.benefit3Description,false,false,"Fixzit/components/marketplace/DealsPage.tsx"
USED_MISSING,marketplace.recentlyViewed.title,marketplace.recentlyViewed.title,false,false,"Fixzit/components/marketplace/RecentlyViewed.tsx"
USED_MISSING,marketplace.recentlyViewed.subtitle,marketplace.recentlyViewed.subtitle,false,false,"Fixzit/components/marketplace/RecentlyViewed.tsx"
USED_MISSING,marketplace.recentlyViewed.signInCta,marketplace.recentlyViewed.signInCta,false,false,"Fixzit/components/marketplace/RecentlyViewed.tsx"
USED_MISSING,marketplace.recentlyViewed.itemFallback,marketplace.recentlyViewed.itemFallback,false,false,"Fixzit/components/marketplace/RecentlyViewed.tsx"
USED_MISSING,superadmin.goToLanding,superadmin.goToLanding,false,false,"Fixzit/components/superadmin/SuperadminHeader.tsx"
USED_MISSING,superadmin.switchTenant,superadmin.switchTenant,false,false,"Fixzit/components/superadmin/SuperadminHeader.tsx"
USED_MISSING,superadmin.searchSuperadmin,superadmin.searchSuperadmin,false,false,"Fixzit/components/superadmin/SuperadminHeader.tsx"
USED_MISSING,superadmin.auth.redirectingToLogin,superadmin.auth.redirectingToLogin,false,false,"Fixzit/components/superadmin/SuperadminLayoutClient.tsx"
USED_MISSING,superadmin.auth.verifyingSession,superadmin.auth.verifyingSession,false,false,"Fixzit/components/superadmin/SuperadminLayoutClient.tsx"
USED_MISSING,superadmin.auth.clickHereIfNotRedirected,superadmin.auth.clickHereIfNotRedirected,false,false,"Fixzit/components/superadmin/SuperadminLayoutClient.tsx"
USED_MISSING,common.collapse,common.collapse,false,false,"Fixzit/components/superadmin/SuperadminSidebar.tsx"
USED_MISSING,system.verification.permission,system.verification.permission,false,false,"Fixzit/components/SystemVerifier.tsx"
